"","ID","label","type","Defs","Pref","label.final","label.nospace"
"305","obo.PATO_0000078","rhythm quality","class","A quality of a single process inhering in a bearer by virtue of the bearer\'s movement or variation characterized by the regular recurrence or alternation of different quantities or conditions.","PATO","rhythm_quality","rhythm_quality"
"306","obo.PATO_0000079","obsolete absolute rhythym","class","na","PATO","obsolete_absolute_rhythym","obsolete_absolute_rhythym"
"307","obo.PATO_0000080","amplitude","class","A physical quality of a process inhering in a bearer by virtue of the size of the bearer\'s maximum displacement from the \'normal\' position, when periodic motion is taking place.","PATO","amplitude","amplitude"
"308","obo.PATO_0002062","physical quality of a process","class","na","PATO","physical_quality_of_a_process","physical_quality_of_a_process"
"309","obo.PATO_0000081","na","class","na","PATO","obo.PATO_0000081","obo.PATO_0000081"
"310","obo.PATO_0001309","duration","class","A process quality inhering in a bearer by virtue of the bearer\'s magnitude of the temporal extent between the starting and ending point.","PATO","duration","duration"
"311","obo.PATO_0000082","persistence","class","A rhythm quality inhering in a bearer by virtue of the repetitiveness of bearer\'s rhythm.","PATO","persistence","persistence"
"312","obo.PATO_0000083","phase","class","A quality that exists by virtue of being a particular point in the time of a cycle.","PATO","phase","phase"
"313","obo.PATO_0000084","obsolete relative rhythym","class","na","PATO","obsolete_relative_rhythym","obsolete_relative_rhythym"
"314","obo.PATO_0000085","sensitivity toward","class","A quality inhering in a bearer by virtue of the bearer\'s disposition to detect or perceive external stimulation.","PATO","sensitivity_toward","sensitivity_toward"
"315","obo.PATO_0000086","obsolete absolute sensitivity","class","na","PATO","obsolete_absolute_sensitivity","obsolete_absolute_sensitivity"
"316","obo.PATO_0000087","obsolete disease sensitivity","class","na","PATO","obsolete_disease_sensitivity","obsolete_disease_sensitivity"
"317","obo.PATO_0000088","obsolete absolute disease sensitivity","class","na","PATO","obsolete_absolute_disease_sensitivity","obsolete_absolute_disease_sensitivity"
"318","obo.PATO_0000089","obsolete relative disease sensitivity","class","na","PATO","obsolete_relative_disease_sensitivity","obsolete_relative_disease_sensitivity"
"319","obo.PATO_0000090","obsolete relative sensitivity","class","na","PATO","obsolete_relative_sensitivity","obsolete_relative_sensitivity"
"320","obo.PATO_0000091","obsolete stress sensitivity","class","na","PATO","obsolete_stress_sensitivity","obsolete_stress_sensitivity"
"321","obo.PATO_0000092","obsolete abiotic stress sensitivity","class","na","PATO","obsolete_abiotic_stress_sensitivity","obsolete_abiotic_stress_sensitivity"
"322","obo.PATO_0000093","obsolete chemical sensitivity","class","na","PATO","obsolete_chemical_sensitivity","obsolete_chemical_sensitivity"
"323","obo.PATO_0000094","obsolete drug sensitivity","class","na","PATO","obsolete_drug_sensitivity","obsolete_drug_sensitivity"
"324","obo.PATO_0000095","obsolete absolute drug sensitivity","class","na","PATO","obsolete_absolute_drug_sensitivity","obsolete_absolute_drug_sensitivity"
"325","obo.PATO_0000096","obsolete relative drug sensitivity","class","na","PATO","obsolete_relative_drug_sensitivity","obsolete_relative_drug_sensitivity"
"326","obo.PATO_0000097","obsolete herbicide sensitivity","class","na","PATO","obsolete_herbicide_sensitivity","obsolete_herbicide_sensitivity"
"327","obo.PATO_0000098","obsolete insecticide sensitivity","class","na","PATO","obsolete_insecticide_sensitivity","obsolete_insecticide_sensitivity"
"328","obo.PATO_0000099","obsolete plant growth hormone sensitivity","class","na","PATO","obsolete_plant_growth_hormone_sensitivity","obsolete_plant_growth_hormone_sensitivity"
"329","obo.PATO_0000100","obsolete soil composition sensitivity","class","na","PATO","obsolete_soil_composition_sensitivity","obsolete_soil_composition_sensitivity"
"330","obo.PATO_0000101","obsolete soil nutrient sensitivity","class","na","PATO","obsolete_soil_nutrient_sensitivity","obsolete_soil_nutrient_sensitivity"
"331","obo.PATO_0000102","obsolete macronutrient sensitivity","class","na","PATO","obsolete_macronutrient_sensitivity","obsolete_macronutrient_sensitivity"
"332","obo.PATO_0000103","obsolete micronutrient sensitivity","class","na","PATO","obsolete_micronutrient_sensitivity","obsolete_micronutrient_sensitivity"
"333","obo.PATO_0000104","obsolete osmotic response sensitivity","class","na","PATO","obsolete_osmotic_response_sensitivity","obsolete_osmotic_response_sensitivity"
"334","obo.PATO_0000105","obsolete p h sensitivity","class","na","PATO","obsolete_p_h_sensitivity","obsolete_p_h_sensitivity"
"335","obo.PATO_0000106","obsolete acid sensitivity","class","na","PATO","obsolete_acid_sensitivity","obsolete_acid_sensitivity"
"336","obo.PATO_0000107","obsolete alkali sensitivity","class","na","PATO","obsolete_alkali_sensitivity","obsolete_alkali_sensitivity"
"337","obo.PATO_0000108","obsolete salt sensitivity","class","na","PATO","obsolete_salt_sensitivity","obsolete_salt_sensitivity"
"338","obo.PATO_0000109","obsolete water sensitivity","class","na","PATO","obsolete_water_sensitivity","obsolete_water_sensitivity"
"339","obo.PATO_0000110","obsolete drought sensitivity","class","na","PATO","obsolete_drought_sensitivity","obsolete_drought_sensitivity"
"340","obo.PATO_0000111","obsolete flooding sensitivity","class","na","PATO","obsolete_flooding_sensitivity","obsolete_flooding_sensitivity"
"341","obo.PATO_0000112","obsolete humidity sensitivity","class","na","PATO","obsolete_humidity_sensitivity","obsolete_humidity_sensitivity"
"342","obo.PATO_0000113","obsolete radiation sensitivity","class","na","PATO","obsolete_radiation_sensitivity","obsolete_radiation_sensitivity"
"343","obo.PATO_0000114","obsolete temperature sensitivity","class","na","PATO","obsolete_temperature_sensitivity","obsolete_temperature_sensitivity"
"344","obo.PATO_0000115","obsolete absolute temperature sensitivity","class","na","PATO","obsolete_absolute_temperature_sensitivity","obsolete_absolute_temperature_sensitivity"
"345","obo.PATO_0000116","obsolete relative temperature sensitivity","class","na","PATO","obsolete_relative_temperature_sensitivity","obsolete_relative_temperature_sensitivity"
"346","obo.PATO_0000117","size","class","A morphology quality inhering in a bearer by virtue of the bearer\'s physical magnitude.","PATO","size","size"
"347","obo.PATO_0000118","obsolete absolute size","class","na","PATO","obsolete_absolute_size","obsolete_absolute_size"
"348","obo.PATO_0000119","height","class","A 1-D extent quality inhering in a bearer by virtue of the bearer\'s vertical dimension of extension.","PATO","height","height"
"349","obo.PATO_0001708","1-D extent","class","A size quality inhering in an bearer by virtue of the bearer\'s extension in one dimension.","PATO","1-D_extent","1-D_extent"
"350","obo.PATO_0000120","obsolete absolute height","class","na","PATO","obsolete_absolute_height","obsolete_absolute_height"
"351","obo.PATO_0000121","obsolete relative height","class","na","PATO","obsolete_relative_height","obsolete_relative_height"
"352","obo.PATO_0000122","length","class","A 1-D extent quality which is equal to the distance between two points.","PATO","length","length"
"353","obo.PATO_0000123","obsolete absolute length","class","na","PATO","obsolete_absolute_length","obsolete_absolute_length"
"354","obo.PATO_0000124","obsolete relative length","class","na","PATO","obsolete_relative_length","obsolete_relative_length"
"355","obo.PATO_0000125","mass","class","A physical quality that inheres in a bearer by virtue of the proportion of the bearer\'s amount of matter.","PATO","mass","mass"
"356","obo.PATO_0000126","obsolete absolute mass","class","na","PATO","obsolete_absolute_mass","obsolete_absolute_mass"
"357","obo.PATO_0000127","obsolete relative mass","class","na","PATO","obsolete_relative_mass","obsolete_relative_mass"
"358","obo.PATO_0000128","weight","class","A physical quality inhering in a bearer that has mass near a gravitational body.","PATO","weight","weight"
"359","obo.PATO_0001035","force","class","A physical quality inhering in a bearer by virtue of the bearer\'s rate of change of momentum.","PATO","force","force"
"360","obo.PATO_0000129","obsolete absolute weight","class","na","PATO","obsolete_absolute_weight","obsolete_absolute_weight"
"361","obo.PATO_0000130","obsolete relative weight","class","na","PATO","obsolete_relative_weight","obsolete_relative_weight"
"362","obo.PATO_0000131","obsolete relative size","class","na","PATO","obsolete_relative_size","obsolete_relative_size"
"363","obo.PATO_0000132","na","class","na","PATO","obo.PATO_0000132","obo.PATO_0000132"
"364","obo.PATO_0000133","orientation","class","A spatial quality inhering in a bearer by virtue of the bearer\'s placement which is defined by the angle between the bearer and an axis, or the angle between the bearer and another object.","PATO","orientation","orientation"
"365","obo.PATO_0000140","position","class","A spatial quality inhering in a bearer by virtue of the bearer\'s spatial location relative to other objects in the vicinity.","PATO","position","position"
"366","obo.PATO_0000134","obsolete absolute_angle","class","na","PATO","obsolete_absolute_angle","obsolete_absolute_angle"
"367","obo.PATO_0000135","obsolete relative_angle","class","na","PATO","obsolete_relative_angle","obsolete_relative_angle"
"368","obo.PATO_0000136","closure","class","A morphological quality pertaining to the degree to which an object contains an opening, aperture, orifice or vent.","PATO","closure","closure"
"369","obo.PATO_0000137","na","class","na","PATO","obo.PATO_0000137","obo.PATO_0000137"
"370","obo.PATO_0000138","obsolete absolute orientation","class","na","PATO","obsolete_absolute_orientation","obsolete_absolute_orientation"
"371","obo.PATO_0000139","obsolete relative orientation","class","na","PATO","obsolete_relative_orientation","obsolete_relative_orientation"
"372","obo.PATO_0000142","obsolete substance","class","na","PATO","obsolete_substance","obsolete_substance"
"373","obo.PATO_0000143","obsolete addictive substance","class","na","PATO","obsolete_addictive_substance","obsolete_addictive_substance"
"374","obo.PATO_0000144","obsolete solid substance","class","na","PATO","obsolete_solid_substance","obsolete_solid_substance"
"375","obo.PATO_0000145","obsolete liquid substance","class","na","PATO","obsolete_liquid_substance","obsolete_liquid_substance"
"376","obo.PATO_0000146","temperature","class","A physical quality of the thermal energy of a system.","PATO","temperature","temperature"
"377","obo.PATO_0000147","obsolete absolute temperature","class","na","PATO","obsolete_absolute_temperature","obsolete_absolute_temperature"
"378","obo.PATO_0000148","obsolete body temperature","class","na","PATO","obsolete_body_temperature","obsolete_body_temperature"
"379","obo.PATO_0000149","obsolete relative temperature","class","na","PATO","obsolete_relative_temperature","obsolete_relative_temperature"
"380","obo.PATO_0000151","obsolete relative texture","class","na","PATO","obsolete_relative_texture","obsolete_relative_texture"
"381","obo.PATO_0000152","threshold","class","A quality inhering in a bearer by virtue of the bearer\'s sensitivity towards a fixed location or value where a change is observed; upper limit.","PATO","threshold","threshold"
"382","obo.PATO_0000153","obsolete absolute threshold","class","na","PATO","obsolete_absolute_threshold","obsolete_absolute_threshold"
"383","obo.PATO_0000154","obsolete pain threshold","class","na","PATO","obsolete_pain_threshold","obsolete_pain_threshold"
"384","obo.PATO_0000155","obsolete relative threshold","class","na","PATO","obsolete_relative_threshold","obsolete_relative_threshold"
"385","obo.PATO_0000156","na","class","na","PATO","obo.PATO_0000156","obo.PATO_0000156"
"386","obo.PATO_0000157","obsolete absolute temporal","class","na","PATO","obsolete_absolute_temporal","obsolete_absolute_temporal"
"387","obo.PATO_0000158","na","class","na","PATO","obo.PATO_0000158","obo.PATO_0000158"
"388","obo.PATO_0000159","obsolete absolute incidence","class","na","PATO","obsolete_absolute_incidence","obsolete_absolute_incidence"
"389","obo.PATO_0000160","obsolete relative incidence","class","na","PATO","obsolete_relative_incidence","obsolete_relative_incidence"
"390","obo.PATO_0000161","rate","class","A quality of a single process inhering in a bearer by virtue of the bearer\'s occurrence per unit time.","PATO","rate","rate"
"391","obo.PATO_0000162","obsolete absolute rate","class","na","PATO","obsolete_absolute_rate","obsolete_absolute_rate"
"392","obo.PATO_0000163","obsolete relative rate","class","na","PATO","obsolete_relative_rate","obsolete_relative_rate"
"393","obo.PATO_0000164","obsolete relative temporal","class","na","PATO","obsolete_relative_temporal","obsolete_relative_temporal"
"394","obo.PATO_0000166","obsolete absolute time","class","na","PATO","obsolete_absolute_time","obsolete_absolute_time"
"395","obo.PATO_0000167","obsolete bouts","class","A limited, often assigned period of activity.","PATO","obsolete_bouts","obsolete_bouts"
"396","obo.PATO_0000168","obsolete relative time","class","na","PATO","obsolete_relative_time","obsolete_relative_time"
"397","obo.PATO_0000169","viability","class","An organismal quality inhering in a bearer or a population by virtue of the bearer\'s disposition to survive and develop normally or the number of surviving individuals in a given population.","PATO","viability","viability"
"398","obo.PATO_0000170","obsolete yield","class","na","PATO","obsolete_yield","obsolete_yield"
"399","obo.PATO_0000171","obsolete absolute yield","class","na","PATO","obsolete_absolute_yield","obsolete_absolute_yield"
"400","obo.PATO_0000172","obsolete relative yield","class","na","PATO","obsolete_relative_yield","obsolete_relative_yield"
"401","obo.PATO_0000173","obsolete function","class","na","PATO","obsolete_function","obsolete_function"
"402","obo.PATO_0000174","obsolete autonomic function","class","na","PATO","obsolete_autonomic_function","obsolete_autonomic_function"
"403","obo.PATO_0000175","obsolete behavioral function","class","na","PATO","obsolete_behavioral_function","obsolete_behavioral_function"
"404","obo.PATO_0000176","obsolete metabolic function","class","na","PATO","obsolete_metabolic_function","obsolete_metabolic_function"
"405","obo.PATO_0000177","obsolete physiological function","class","na","PATO","obsolete_physiological_function","obsolete_physiological_function"
"406","obo.PATO_0000178","obsolete relative function","class","na","PATO","obsolete_relative_function","obsolete_relative_function"
"407","obo.PATO_0000179","obsolete body position","class","na","PATO","obsolete_body_position","obsolete_body_position"
"408","obo.PATO_0000180","obsolete body tone","class","na","PATO","obsolete_body_tone","obsolete_body_tone"
"409","obo.PATO_0000181","obsolete piloerection","class","na","PATO","obsolete_piloerection","obsolete_piloerection"
"410","obo.PATO_0000182","obsolete abdominal tone","class","na","PATO","obsolete_abdominal_tone","obsolete_abdominal_tone"
"411","obo.PATO_0000183","obsolete limb tone","class","na","PATO","obsolete_limb_tone","obsolete_limb_tone"
"412","obo.PATO_0000184","obsolete arousal","class","na","PATO","obsolete_arousal","obsolete_arousal"
"413","obo.PATO_0000185","balance","class","A behavioral quality inhering in a bearer by virtue of having physical steadiness.","PATO","balance","balance"
"414","obo.PATO_0000187","obsolete consumption quality","class","A relational quality of occurrent inhering in a bearer by virtue of the bearer\'s ability to consume a resource.","PATO","obsolete_consumption_quality","obsolete_consumption_quality"
"415","obo.PATO_0000188","coordination","class","A behavioral quality inhering in a bearer by virtue of the bearer\'s having or lacking skillful and effective interaction of movement.","PATO","coordination","coordination"
"416","obo.PATO_0000189","discrimination","class","A behavioral quality inhering in a bearer by virtue of whether the bearer\'s disposition to perceive differences between two or more stimuli.","PATO","discrimination","discrimination"
"417","obo.PATO_0000190","obsolete gait","class","na","PATO","obsolete_gait","obsolete_gait"
"418","obo.PATO_0000191","obsolete learning_and memory","class","na","PATO","obsolete_learning_and_memory","obsolete_learning_and_memory"
"419","obo.PATO_0000192","obsolete locomotor_activity","class","na","PATO","obsolete_locomotor_activity","obsolete_locomotor_activity"
"420","obo.PATO_0000193","obsolete mating","class","na","PATO","obsolete_mating","obsolete_mating"
"421","obo.PATO_0000194","obsolete spontaneous_activity","class","na","PATO","obsolete_spontaneous_activity","obsolete_spontaneous_activity"
"422","obo.PATO_0000195","obsolete startle response","class","na","PATO","obsolete_startle_response","obsolete_startle_response"
"423","obo.PATO_0000196","obsolete vocalization","class","na","PATO","obsolete_vocalization","obsolete_vocalization"
"424","obo.PATO_0000197","obsolete transfer_arousal","class","na","PATO","obsolete_transfer_arousal","obsolete_transfer_arousal"
"425","obo.PATO_0000198","obsolete absolute consumption","class","na","PATO","obsolete_absolute_consumption","obsolete_absolute_consumption"
"426","obo.PATO_0000199","obsolete relative consumption","class","na","PATO","obsolete_relative_consumption","obsolete_relative_consumption"
"427","obo.PATO_0000200","obsolete learning","class","na","PATO","obsolete_learning","obsolete_learning"
"428","obo.PATO_0000201","obsolete memory","class","na","PATO","obsolete_memory","obsolete_memory"
"429","obo.PATO_0000202","obsolete long term memory","class","na","PATO","obsolete_long_term_memory","obsolete_long_term_memory"
"430","obo.PATO_0000203","obsolete short term memory","class","na","PATO","obsolete_short_term_memory","obsolete_short_term_memory"
"431","obo.PATO_0000204","obsolete absolute locomotor_activity","class","na","PATO","obsolete_absolute_locomotor_activity","obsolete_absolute_locomotor_activity"
"432","obo.PATO_0000205","obsolete relative locomotor_activity","class","na","PATO","obsolete_relative_locomotor_activity","obsolete_relative_locomotor_activity"
"433","obo.PATO_0000206","obsolete enzyme function","class","na","PATO","obsolete_enzyme_function","obsolete_enzyme_function"
"434","obo.PATO_0000207","obsolete circulatory function","class","na","PATO","obsolete_circulatory_function","obsolete_circulatory_function"
"435","obo.PATO_0000208","obsolete defensive function","class","na","PATO","obsolete_defensive_function","obsolete_defensive_function"
"436","obo.PATO_0000209","obsolete digestive function","class","na","PATO","obsolete_digestive_function","obsolete_digestive_function"
"437","obo.PATO_0000210","obsolete excretory function","class","na","PATO","obsolete_excretory_function","obsolete_excretory_function"
"438","obo.PATO_0000211","obsolete muscle function","class","na","PATO","obsolete_muscle_function","obsolete_muscle_function"
"439","obo.PATO_0000212","obsolete neural function","class","na","PATO","obsolete_neural_function","obsolete_neural_function"
"440","obo.PATO_0000213","obsolete neurobehavioral function","class","na","PATO","obsolete_neurobehavioral_function","obsolete_neurobehavioral_function"
"441","obo.PATO_0000214","obsolete reproductive function","class","na","PATO","obsolete_reproductive_function","obsolete_reproductive_function"
"442","obo.PATO_0000215","obsolete respiratory function","class","na","PATO","obsolete_respiratory_function","obsolete_respiratory_function"
"443","obo.PATO_0000216","obsolete heart rate","class","na","PATO","obsolete_heart_rate","obsolete_heart_rate"
"444","obo.PATO_0000217","obsolete immune function","class","na","PATO","obsolete_immune_function","obsolete_immune_function"
"445","obo.PATO_0000218","obsolete repair function","class","na","PATO","obsolete_repair_function","obsolete_repair_function"
"446","obo.PATO_0000219","obsolete healing","class","na","PATO","obsolete_healing","obsolete_healing"
"447","obo.PATO_0000220","obsolete regeneration","class","na","PATO","obsolete_regeneration","obsolete_regeneration"
"448","obo.PATO_0000221","obsolete urination","class","na","PATO","obsolete_urination","obsolete_urination"
"449","obo.PATO_0000222","obsolete muscle elevation","class","na","PATO","obsolete_muscle_elevation","obsolete_muscle_elevation"
"450","obo.PATO_0000223","obsolete muscle strength","class","na","PATO","obsolete_muscle_strength","obsolete_muscle_strength"
"451","obo.PATO_0000224","obsolete motor function","class","na","PATO","obsolete_motor_function","obsolete_motor_function"
"452","obo.PATO_0000225","obsolete sensory function","class","na","PATO","obsolete_sensory_function","obsolete_sensory_function"
"453","obo.PATO_0000226","obsolete tactile response","class","na","PATO","obsolete_tactile_response","obsolete_tactile_response"
"454","obo.PATO_0000227","obsolete motor performance","class","na","PATO","obsolete_motor_performance","obsolete_motor_performance"
"455","obo.PATO_0000228","obsolete auditory","class","na","PATO","obsolete_auditory","obsolete_auditory"
"456","obo.PATO_0000229","obsolete olfactory","class","na","PATO","obsolete_olfactory","obsolete_olfactory"
"457","obo.PATO_0000230","obsolete proprioreception","class","na","PATO","obsolete_proprioreception","obsolete_proprioreception"
"458","obo.PATO_0000231","obsolete reflex","class","na","PATO","obsolete_reflex","obsolete_reflex"
"459","obo.PATO_0000232","obsolete taste","class","na","PATO","obsolete_taste","obsolete_taste"
"460","obo.PATO_0000233","obsolete touch","class","na","PATO","obsolete_touch","obsolete_touch"
"461","obo.PATO_0000234","obsolete visual","class","na","PATO","obsolete_visual","obsolete_visual"
"462","obo.PATO_0000235","obsolete odor_acuity","class","na","PATO","obsolete_odor_acuity","obsolete_odor_acuity"
"463","obo.PATO_0000236","obsolete odor type","class","na","PATO","obsolete_odor_type","obsolete_odor_type"
"464","obo.PATO_0000237","obsolete absolute odor_acuity","class","na","PATO","obsolete_absolute_odor_acuity","obsolete_absolute_odor_acuity"
"465","obo.PATO_0000238","obsolete relative odor_acuity","class","na","PATO","obsolete_relative_odor_acuity","obsolete_relative_odor_acuity"
"466","obo.PATO_0000239","obsolete blinking reflex","class","na","PATO","obsolete_blinking_reflex","obsolete_blinking_reflex"
"467","obo.PATO_0000240","obsolete contact righting reflex","class","na","PATO","obsolete_contact_righting_reflex","obsolete_contact_righting_reflex"
"468","obo.PATO_0000241","obsolete corneal reflex","class","na","PATO","obsolete_corneal_reflex","obsolete_corneal_reflex"
"469","obo.PATO_0000242","obsolete flinch reflex","class","na","PATO","obsolete_flinch_reflex","obsolete_flinch_reflex"
"470","obo.PATO_0000243","obsolete lordosis reflex","class","na","PATO","obsolete_lordosis_reflex","obsolete_lordosis_reflex"
"471","obo.PATO_0000244","obsolete ocular reflex","class","na","PATO","obsolete_ocular_reflex","obsolete_ocular_reflex"
"472","obo.PATO_0000245","obsolete pinna reflex","class","na","PATO","obsolete_pinna_reflex","obsolete_pinna_reflex"
"473","obo.PATO_0000246","obsolete postural reflex","class","na","PATO","obsolete_postural_reflex","obsolete_postural_reflex"
"474","obo.PATO_0000247","obsolete proboscis extension reflex","class","na","PATO","obsolete_proboscis_extension_reflex","obsolete_proboscis_extension_reflex"
"475","obo.PATO_0000248","obsolete pupillary reflex","class","na","PATO","obsolete_pupillary_reflex","obsolete_pupillary_reflex"
"476","obo.PATO_0000249","obsolete righting reflex","class","na","PATO","obsolete_righting_reflex","obsolete_righting_reflex"
"477","obo.PATO_0000250","obsolete spinal reflex","class","na","PATO","obsolete_spinal_reflex","obsolete_spinal_reflex"
"478","obo.PATO_0000251","obsolete startle reflex","class","na","PATO","obsolete_startle_reflex","obsolete_startle_reflex"
"479","obo.PATO_0000252","obsolete suckling reflex","class","na","PATO","obsolete_suckling_reflex","obsolete_suckling_reflex"
"480","obo.PATO_0000253","obsolete swallowing reflex","class","na","PATO","obsolete_swallowing_reflex","obsolete_swallowing_reflex"
"481","obo.PATO_0000254","obsolete vibrissae reflex","class","na","PATO","obsolete_vibrissae_reflex","obsolete_vibrissae_reflex"
"482","obo.PATO_0000255","obsolete taste_acuity","class","na","PATO","obsolete_taste_acuity","obsolete_taste_acuity"
"483","obo.PATO_0000256","obsolete taste type","class","na","PATO","obsolete_taste_type","obsolete_taste_type"
"484","obo.PATO_0000257","obsolete absolute taste_acuity","class","na","PATO","obsolete_absolute_taste_acuity","obsolete_absolute_taste_acuity"
"485","obo.PATO_0000258","obsolete relative taste_acuity","class","na","PATO","obsolete_relative_taste_acuity","obsolete_relative_taste_acuity"
"486","obo.PATO_0000259","obsolete visual_ability","class","na","PATO","obsolete_visual_ability","obsolete_visual_ability"
"487","obo.PATO_0000260","obsolete visual_acuity","class","na","PATO","obsolete_visual_acuity","obsolete_visual_acuity"
"488","obo.PATO_0000261","maturity","class","A quality of a single physical entity which is held by a bearer when the latter exhibits a state of growth, differentiation, or development.","PATO","maturity","maturity"
"489","obo.PATO_0000262","obsolete visual placing","class","na","PATO","obsolete_visual_placing","obsolete_visual_placing"
"490","obo.PATO_0000263","obsolete visual threshold","class","na","PATO","obsolete_visual_threshold","obsolete_visual_threshold"
"491","obo.PATO_0000264","obsolete absolute visual_ability","class","na","PATO","obsolete_absolute_visual_ability","obsolete_absolute_visual_ability"
"492","obo.PATO_0000265","obsolete relative visual_ability","class","na","PATO","obsolete_relative_visual_ability","obsolete_relative_visual_ability"
"493","obo.PATO_0000266","obsolete absolute visual_acuity","class","na","PATO","obsolete_absolute_visual_acuity","obsolete_absolute_visual_acuity"
"494","obo.PATO_0000267","obsolete relative visual_acuity","class","na","PATO","obsolete_relative_visual_acuity","obsolete_relative_visual_acuity"
"495","obo.PATO_0000268","obsolete absolute visual threshold","class","na","PATO","obsolete_absolute_visual_threshold","obsolete_absolute_visual_threshold"
"496","obo.PATO_0000269","obsolete relative visual threshold","class","na","PATO","obsolete_relative_visual_threshold","obsolete_relative_visual_threshold"
"497","obo.PATO_0000270","obsolete defecation","class","na","PATO","obsolete_defecation","obsolete_defecation"
"498","obo.PATO_0000271","obsolete prepulse inhibition","class","na","PATO","obsolete_prepulse_inhibition","obsolete_prepulse_inhibition"
"499","obo.PATO_0000272","obsolete relative neurobehavioral function","class","na","PATO","obsolete_relative_neurobehavioral_function","obsolete_relative_neurobehavioral_function"
"500","obo.PATO_0000273","fecundity","class","A reproductive quality inhering in an organism or population by virtue of the bearer\'s potential reproductive capacity ad measured by the number of gametes.","PATO","fecundity","fecundity"
"501","obo.PATO_0001434","reproductive quality","class","An organismal quality inhering in a bearer by virtue of the bearer\'s ability to produce new life or offspring.","PATO","reproductive_quality","reproductive_quality"
"502","obo.PATO_0000274","fertility","class","A reproductive quality inhering in a bearer by virtue of the bearer\'s initiating, sustaining, or supporting reproduction.","PATO","fertility","fertility"
"503","obo.PATO_0000275","obsolete gestational period","class","na","PATO","obsolete_gestational_period","obsolete_gestational_period"
"504","obo.PATO_0000276","brood size","class","A reproductive quality inhering in the young of an animal by virtue of their number.","PATO","brood_size","brood_size"
"505","obo.PATO_0001496","brood quality","class","A reproductive quality inhering in the young of an animal by virtue of the bearer\'s being cared for at one time.","PATO","brood_quality","brood_quality"
"506","obo.PATO_0000277","female fertility","class","A fertility quality inhering in a female by virtue of the bearer\'s disposition to initiate, sustain, or support reproduction.","PATO","female_fertility","female_fertility"
"507","obo.PATO_0000278","obsolete hybrid fertility","class","na","PATO","obsolete_hybrid_fertility","obsolete_hybrid_fertility"
"508","obo.PATO_0000279","male fertility","class","A fertility quality of inhering in a male by virtue of the bearer\'s disposition to initiate, sustain, or support reproduction.","PATO","male_fertility","male_fertility"
"509","obo.PATO_0000280","obsolete backcross fertility","class","na","PATO","obsolete_backcross_fertility","obsolete_backcross_fertility"
"510","obo.PATO_0000281","obsolete cytoplasmic sterility","class","na","PATO","obsolete_cytoplasmic_sterility","obsolete_cytoplasmic_sterility"
"511","obo.PATO_0000282","obsolete f1 fertility","class","na","PATO","obsolete_f1_fertility","obsolete_f1_fertility"
"512","obo.PATO_0000283","obsolete f2 fertility","class","na","PATO","obsolete_f2_fertility","obsolete_f2_fertility"
"513","obo.PATO_0000284","obsolete germ line dependent fertility","class","na","PATO","obsolete_germ_line_dependent_fertility","obsolete_germ_line_dependent_fertility"
"514","obo.PATO_0000285","obsolete soma dependent fertility","class","na","PATO","obsolete_soma_dependent_fertility","obsolete_soma_dependent_fertility"
"515","obo.PATO_0000286","obsolete cytoplasmic male sterility","class","na","PATO","obsolete_cytoplasmic_male_sterility","obsolete_cytoplasmic_male_sterility"
"516","obo.PATO_0000287","obsolete absolute litter size","class","na","PATO","obsolete_absolute_litter_size","obsolete_absolute_litter_size"
"517","obo.PATO_0000288","obsolete relative litter size","class","na","PATO","obsolete_relative_litter_size","obsolete_relative_litter_size"
"518","obo.PATO_0000289","obsolete respiratory rate","class","na","PATO","obsolete_respiratory_rate","obsolete_respiratory_rate"
"519","obo.PATO_0000290","obsolete absolute respiratory rate","class","na","PATO","obsolete_absolute_respiratory_rate","obsolete_absolute_respiratory_rate"
"520","obo.PATO_0000291","obsolete relative respiratory rate","class","na","PATO","obsolete_relative_respiratory_rate","obsolete_relative_respiratory_rate"
"521","obo.PATO_0000292","obsolete mobility value","class","na","PATO","obsolete_mobility_value","obsolete_mobility_value"
"522","obo.PATO_0000293","obsolete absolute activity value","class","na","PATO","obsolete_absolute_activity_value","obsolete_absolute_activity_value"
"523","obo.PATO_0000294","obsolete process value","class","na","PATO","obsolete_process_value","obsolete_process_value"
"524","obo.PATO_0000295","obsolete relative activity value","class","na","PATO","obsolete_relative_activity_value","obsolete_relative_activity_value"
"525","obo.PATO_0000296","obsolete speed value","class","na","PATO","obsolete_speed_value","obsolete_speed_value"
"526","obo.PATO_0000297","arrested","class","A quality of a process which ends earlier than the natural end time or reference process.","PATO","arrested","arrested"
"527","obo.PATO_0002052","decreased occurrence","class","An occurrence which is relatively low.","PATO","decreased_occurrence","decreased_occurrence"
"528","obo.PATO_0002324","offset quality","class","The temporal relation between the end of the process with respect to a reference process.","PATO","offset_quality","offset_quality"
"529","obo.PATO_0000298","obsolete not arrested value","class","na","PATO","obsolete_not_arrested_value","obsolete_not_arrested_value"
"530","obo.PATO_0000299","mobile","class","A mobility quality of inhering in a bearer by virtue of the bearer\'s disposition to move freely.","PATO","mobile","mobile"
"531","obo.PATO_0000300","immobile","class","A mobility quality inhering in a bearer by virtue of the bearer\'s being incapable to move freely.","PATO","immobile","immobile"
"532","obo.PATO_0000301","obsolete absolute speed value","class","na","PATO","obsolete_absolute_speed_value","obsolete_absolute_speed_value"
